Cadena	Marca	Talla	Paq x Caja	Conteo	Familia	Producto	Codigo Producto
Chedraui	BumCo	TH		100	Toalla Hœmeda	BumCo TH/100	183
Chedraui	BumCo	RN	4	40	Panal Bebe	BumCo RN 4/40	176
Chedraui	BumCo	CH	4	40	Panal Bebe	BumCo CH 4/40	177
Chedraui	BumCo	M	4	40	Panal Bebe	BumCo M 4/40	178
Chedraui	BumCo	G	4	40	Panal Bebe	BumCo G 4/40	179
Chedraui	BumCo	XG	4	40	Panal Bebe	BumCo XG 4/40	180
Chedraui	BumCo	XXG	4	40	Panal Bebe	BumCo XXG 4/40	181
Chedraui	BumCo	XXXG	4	40	Panal Bebe	BumCo XXXG 4/40	182
Merco	BumCo	TH		100	Toalla Hœmeda	BumCo TH/100	183
Merco	BumCo	RN	4	40	Panal Bebe	BumCo RN 4/40	176
Merco	BumCo	CH	4	40	Panal Bebe	BumCo CH 4/40	177
Merco	BumCo	M	4	40	Panal Bebe	BumCo M 4/40	178
Merco	BumCo	G	4	40	Panal Bebe	BumCo G 4/40	179
Merco	BumCo	XG	4	40	Panal Bebe	BumCo XG 4/40	180
Merco	BumCo	XXG	4	40	Panal Bebe	BumCo XXG 4/40	181
Merco	BumCo	XXXG	4	40	Panal Bebe	BumCo XXXG 4/40	182
Merco	Bebin Super	RN	8	14	Panal Bebe	Bebin Super RN 8/14	184
Merco	Bebin Super	CH	6	14	Panal Bebe	Bebin Super CH 6/14	185
Merco	Bebin Super	M	6	14	Panal Bebe	Bebin Super M 6/14	186
Merco	Bebin Super	G	6	14	Panal Bebe	Bebin Super G 6/14	187
Merco	Bebin Super	XG	6	14	Panal Bebe	Bebin Super XG 6/14	188
Merco	Bebin Super	XXG	6	14	Panal Bebe	Bebin Super XXG 6/14	189
Merco	Bebin Super	CH	4	40	Panal Bebe	Bebin Super CH 4/40	190
Merco	Bebin Super	M	4	40	Panal Bebe	Bebin Super M 4/40	191
Merco	Bebin Super	G	4	40	Panal Bebe	Bebin Super G 4/40	192
Merco	Bebin Super	XG	4	40	Panal Bebe	Bebin Super XG 4/40	193
Merco	Bebin Super	XXG	4	40	Panal Bebe	Bebin Super XXG 4/40	194
Merco	Bebin Super	XXXG	4	40	Panal Bebe	Bebin Super XXXG 4/40	195
Merco	smarty baby	CH	4	54	Panal Bebe	smarty baby CH 4/54	196
Merco	smarty baby	M	4	50	Panal Bebe	smarty baby M 4/50	197
Merco	smarty baby	G	4	48	Panal Bebe	smarty baby G 4/48	198
Merco	smarty baby	XG	4	46	Panal Bebe	smarty baby XG 4/46	199
Merco	smarty baby	XXG	4	40	Panal Bebe	smarty baby XXG 4/40	200
Merco	Tiny	G	6	14	Panal Bebe	Tiny G 6/14	201
Merco	Tiny	XG	6	14	Panal Bebe	Tiny XG 6/14	202
Merco	Tiny	M	4	40	Panal Bebe	Tiny M 4/40	203
Merco	Tiny	G	4	40	Panal Bebe	Tiny G 4/40	204
Merco	Tiny	XG	4	40	Panal Bebe	Tiny XG 4/40	205
Merco	Tiny	XXG	4	40	Panal Bebe	Tiny XXG 4/40	206
Merco	Bebin Super	NA	24	40	Toalla Hœmeda	Bebin Super NA 24/40	207
Merco	Bebin Super	NA	18	80	Toalla Hœmeda	Bebin Super NA 18/80	208
Merco	Tiny	NA	18	80	Toalla Hœmeda	Tiny NA 18/80	209
Merco	Dignity	M	4	10	Panal Adulto	Dignity M 4/10	210
Merco	Dignity	G	4	10	Panal Adulto	Dignity G 4/10	211
Merco	Dignity	CC	4	10	Panal Adulto	Dignity CC 4/10	212
Merco	Stela Regular	NA	12	10	Toalla Femenina	Stela Regular NA 12/10	213
Merco	Stela Nocturna	NA	16	8	Toalla Femenina	Stela Nocturna NA 16/8	214
Merco	Feelings regular	NA		8	Toalla Femenina	Feelings regular NA/8	215
Merco	Feelings nocturna	NA		8	Toalla Femenina	Feelings nocturna NA/8	216
Merco	Tapete Woofs	NA	6	10	Mascotas	Tapete Woofs NA 6/10	217
HEB	Bebin Super	M	4	40	Panal Bebe	Bebin Super M 4/40	191
HEB	Bebin Super	G	4	40	Panal Bebe	Bebin Super G 4/40	192
HEB	Bebin Super	XG	4	40	Panal Bebe	Bebin Super XG 4/40	193
HEB	Bebin Super	XXG	4	40	Panal Bebe	Bebin Super XXG 4/40	194
HEB	Bebin Super	XXXG	4	40	Panal Bebe	Bebin Super XXXG 4/40	195
HEB	Bebin Super	NA	18	80	Toalla Hœmeda	Bebin Super NA 18/80	208
HEB	Cordial	M	4	10	Panal Adulto	Cordial M 4/10	218
HEB	Cordial	G	4	10	Panal Adulto	Cordial G 4/10	219
HEB	Cordial	CC	4	10	Panal Adulto	Cordial CC 4/10	220
Mi Tienda Del Ahorro	Bebin Super	M	4	40	Panal Bebe	Bebin Super M 4/40	191
Mi Tienda Del Ahorro	Bebin Super	G	4	40	Panal Bebe	Bebin Super G 4/40	192
Mi Tienda Del Ahorro	Bebin Super	XG	4	40	Panal Bebe	Bebin Super XG 4/40	193
Mi Tienda Del Ahorro	Bebin Super	XXG	4	40	Panal Bebe	Bebin Super XXG 4/40	194
Mi Tienda Del Ahorro	Bebin Super	XXXG	4	40	Panal Bebe	Bebin Super XXXG 4/40	195
Mi Tienda Del Ahorro	Tiny	M	4	40	Panal Bebe	Tiny M 4/40	203
Mi Tienda Del Ahorro	Tiny	G	4	40	Panal Bebe	Tiny G 4/40	204
Mi Tienda Del Ahorro	Tiny	XG	4	40	Panal Bebe	Tiny XG 4/40	205
Mi Tienda Del Ahorro	Tiny	XXG	4	40	Panal Bebe	Tiny XXG 4/40	206
Mi Tienda Del Ahorro	Bebin Super	NA	18	80	Toalla Hœmeda	Bebin Super NA 18/80	208
Mi Tienda Del Ahorro	Tiny	NA	18	80	Toalla Hœmeda	Tiny NA 18/80	209
Mi Tienda Del Ahorro	Dignity	M	4	10	Panal Adulto	Dignity M 4/10	210
Mi Tienda Del Ahorro	Cordial	M	4	10	Panal Adulto	Cordial M 4/10	218
Mi Tienda Del Ahorro	Cordial	G	4	10	Panal Adulto	Cordial G 4/10	219
Mi Tienda Del Ahorro	Cordial	CC	4	10	Panal Adulto	Cordial CC 4/10	220
Mi Tienda Del Ahorro	Clean & Pure	NA		40	Toalla Antibacterial	Clean & Pure NA/40	221
Smart	Bebin Super	M	4	40	Panal Bebe	Bebin Super M 4/40	191
Smart	Bebin Super	G	4	40	Panal Bebe	Bebin Super G 4/40	192
Smart	Bebin Super	XG	4	40	Panal Bebe	Bebin Super XG 4/40	193
Smart	Bebin Super	XXXG	4	40	Panal Bebe	Bebin Super XXXG 4/40	195
Smart	Clean & Pure	NA	15	1	Cubrebocas	Clean & Pure NA 15/1	222
Del Sol	Bebin Super	M	4	40	Panal Bebe	Bebin Super M 4/40	191
Del Sol	Bebin Super	G	4	40	Panal Bebe	Bebin Super G 4/40	192
Del Sol	Bebin Super	XG	4	40	Panal Bebe	Bebin Super XG 4/40	193
Del Sol	Bebin Super	XXXG	4	40	Panal Bebe	Bebin Super XXXG 4/40	195
Del Sol	Bebin Super	NA	18	80	Toalla Hœmeda	Bebin Super NA 18/80	208
Del Sol	Tapete Woofs	NA	6	10	Mascotas	Tapete Woofs NA 6/10	217
Arteli	Bebin Super	M	4	40	Panal Bebe	Bebin Super M 4/40	191
Arteli	Bebin Super	G	4	40	Panal Bebe	Bebin Super G 4/40	192
Arteli	Bebin Super	XG	4	40	Panal Bebe	Bebin Super XG 4/40	193
Arteli	Bebin Super	XXG	4	40	Panal Bebe	Bebin Super XXG 4/40	194
Arteli	Bebin Super	XXXG	4	40	Panal Bebe	Bebin Super XXXG 4/40	195
Arteli	Tiny	M	4	40	Panal Bebe	Tiny M 4/40	203
Arteli	Tiny	G	4	40	Panal Bebe	Tiny G 4/40	204
Arteli	Tiny	XG	4	40	Panal Bebe	Tiny XG 4/40	205
Arteli	Tiny	XXG	4	40	Panal Bebe	Tiny XXG 4/40	206
Arteli	Bebin Super	NA	24	40	Toalla Hœmeda	Bebin Super NA 24/40	207
Arteli	Bebin Super	NA	18	80	Toalla Hœmeda	Bebin Super NA 18/80	208
Arteli	Tiny	NA	18	80	Toalla Hœmeda	Tiny NA 18/80	209
Arteli	Feelings regular	NA		8	Toalla Femenina	Feelings regular NA/8	215
Arteli	Feelings nocturna	NA		8	Toalla Femenina	Feelings nocturna NA/8	216
Arteli	Clean & Pure	NA		40	Toalla Antibacterial	Clean & Pure NA/40	221
Arteli	Clean & Pure	NA		5	Cubrebocas	Clean & Pure NA/5	223
Arteli	Tapete Woofs	NA	6	10	Mascotas	Tapete Woofs NA 6/10	217
Alsuper	Bebin Super	M	4	40	Panal Bebe	Bebin Super M 4/40	191
Alsuper	Bebin Super	G	4	40	Panal Bebe	Bebin Super G 4/40	192
Alsuper	Bebin Super	XG	4	40	Panal Bebe	Bebin Super XG 4/40	193
Alsuper	Bebin Super	XXG	4	40	Panal Bebe	Bebin Super XXG 4/40	194
Alsuper	Tiny	M	4	40	Panal Bebe	Tiny M 4/40	203
Alsuper	Tiny	G	4	40	Panal Bebe	Tiny G 4/40	204
Alsuper	Tiny	XG	4	40	Panal Bebe	Tiny XG 4/40	205
Alsuper	Tiny	XXG	4	40	Panal Bebe	Tiny XXG 4/40	206
Alsuper	Bebin Super	NA	24	40	Toalla Hœmeda	Bebin Super NA 24/40	207
Alsuper	Bebin Super	NA	18	80	Toalla Hœmeda	Bebin Super NA 18/80	208
Alsuper	Tiny	NA	18	80	Toalla Hœmeda	Tiny NA 18/80	209
Mi Tienda Del Ahorro	BumCo	RN		40	Pañal Bebe	BumCo RN 4/40	176
Mi Tienda Del Ahorro	BumCo	CH		40	Pañal Bebe	BumCo CH 4/40	177
Mi Tienda Del Ahorro	BumCo	M		40	Pañal Bebe	BumCo M 4/40	178
Mi Tienda Del Ahorro	BumCo	G		40	Pañal Bebe	BumCo G 4/40	179
Mi Tienda Del Ahorro	BumCo	XG		40	Pañal Bebe	BumCo XG 4/40	180
Mi Tienda Del Ahorro	BumCo	XXG		40	Pañal Bebe	BumCo XXG 4/40	181
Mi Tienda Del Ahorro	BumCo	XXXG		40	Pañal Bebe	BumCo XXXG 4/40	182
Soriana	Bebin Super	XXG	4	40	Panal Bebe	Bebin Super XXG 4/40	194
Soriana	Bebin Super	XXXG	4	40	Panal Bebe	Bebin Super XXXG 4/40	195
Soriana	Bebin Super	G	4	50	Panal Bebe	Bebin Super G 4/50's	230
Soriana	Bebin Super	XG	4	59	Panal Bebe	Bebin Super XG 4/50's	231
Soriana	Huggies Supreme	M	4	36	Panal Bebe	Huggies Supreme 3 36 Pz	221
Soriana	Huggies Supreme	G	4	36	Panal Bebe	Huggies Supreme 4 36 Pz	222
Soriana	Huggies Supreme	XG	4	36	Panal Bebe	Huggies Supreme 5 36 Pz	223
Soriana	Huggies Supreme	XXG	4	36	Panal Bebe	Huggies Supreme 6 36 Pz	224
Soriana	Huggies Supreme	CH	4	40	Panal Bebe	Huggies Supreme 2 40 Pz	227
Soriana	Huggies Supreme	RN	4	40	Panal Bebe	Huggies Supreme 1 40 Pz	228
Soriana	Huggies Supreme	TH	80	0	Toalla Hœmeda	T. Humeda Huggies Supreme 80's	229
Soriana	Huggies All Around	XG	4	40	Pañal Bebe	Huggies All Around 5 40 Pz	218
Soriana	Huggies All Around	XXG	4	40	Pañal Bebe	Huggies All Around 6 40 Pz	219
Soriana	Huggies All Around	XXXG	4	40	Pañal Bebe	Huggies All Around 7 40 Pz	220
Soriana	Huggies Ultra Confort	M	4	40	Pañal Bebe	Huggies Ultra Comfrot 3 40 Pz	214
Soriana	Huggies Ultra Confort	G	4	40	Pañal Bebe	Huggies Ultra Comfrot 4 40 Pz	215
Soriana	Huggies Ultra Confort	XG	4	40	Pañal Bebe	Huggies Ultra Comfrot 5 40 Pz	216
Soriana	Huggies Ultra Confort	XXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 6 40 Pz	217
Soriana	Huggies Ultra Confort	RN	4	44	Pañal Bebe	Huggies Ultra Comfrot 1 44 Pz	232
Soriana	Huggies Ultra Confort	CH	4	44	Pañal Bebe	Huggies Ultra Comfrot 2 44 Pz	233
Soriana	Huggies Ultra Confort	XXXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 7 40 Pz	234
Soriana	BIO BABY	MED	4	40	Pañal Bebe	BIO BABY MED 4/40	48
Soriana	BIO BABY	G	4	40	Pañal Bebe	BIO BABY G 4/40	49
Soriana	BIO BABY	XG	4	40	Pañal Bebe	BIO BABY XG 4/40	50
Soriana	BIO BABY	XXG	4	40	Pañal Bebe	BIO BABY XXG 4/40	51
Soriana	BIO BABY	XXXG	4	40	Pañal Bebe	BIO BABY XXXG 4/40	52
Soriana	BIO BABY	G	2	60	Pañal Bebe	BIO BABY G 2/60	53
Soriana	BIO BABY	XG	2	60	Pañal Bebe	BIO BABY XG 2/60	54
Soriana	BIO BABY	XXG	2	60	Pañal Bebe	BIO BABY XXG 2/60	55
Soriana	BIO BABY	NA	0	80	Toalla Húmeda	BIO BABY NA/80	92
Soriana	BIO BABY	CH	4	40	Pañal Bebe	BIO BABY CH 4/40	155
Soriana	BB Tips	RN	4	40	Pañal Bebe	BB Tips RN 4/40	56
Soriana	BB Tips	CH	4	40	Pañal Bebe	BB Tips CH 4/40	57
Soriana	BB Tips	M	4	40	Pañal Bebe	BB Tips M 4/40	58
Soriana	BB Tips	G	4	40	Pañal Bebe	BB Tips G 4/40	59
Soriana	BB Tips	XG	4	40	Pañal Bebe	BB Tips XG 4/40	60
Soriana	BB Tips	XXG	4	40	Pañal Bebe	BB Tips XXG 4/40	61
Soriana	BB Tips	XXXG	4	40	Pañal Bebe	BB Tips XXXG 4/40	62
Soriana	BB Tips	G	2	64	Pañal Bebe	BB Tips G 2/64	63
Soriana	BB Tips	XG	2	60	Pañal Bebe	BB Tips XG 2/60	64
Soriana	BB Tips	XXG	2	60	Pañal Bebe	BB Tips XXG 2/60	65
Soriana	BB Tips	NA	0	100	Toalla Húmeda	BB Tips NA/100	94
Soriana	Kiddies	G	4	40	Pañal Bebe	Kiddies G 4/40	41
Soriana	Kiddies	XG	4	40	Pañal Bebe	Kiddies XG 4/40	42
Soriana	Kiddies	XXG	4	40	Pañal Bebe	Kiddies XXG 4/40	43
Soriana	Kiddies	XXXG	4	40	Pañal Bebe	Kiddies XXXG 4/40	44
Soriana	Kiddies	G	2	80	Pañal Bebe	Kiddies G 2/80	45
Soriana	Kiddies	XG	2	80	Pañal Bebe	Kiddies XG 2/80	46
Soriana	Kiddies	XXG	2	80	Pañal Bebe	Kiddies XXG 2/80	47
Soriana	Kiddies	CH	4	40	Pañal Bebe	Kiddies CH 4/40	139
Soriana	Kiddies	M	4	40	Pañal Bebe	Kiddies M 4/40	140
Soriana	Suavelastic	RN	4	40	Pañal Bebe	Suavelastic RN 4/40	10
Soriana	Suavelastic	CH	4	40	Pañal Bebe	Suavelastic CH 4/40	11
Soriana	Suavelastic	M	4	40	Pañal Bebe	Suavelastic M 4/40	12
Soriana	Suavelastic	G	4	40	Pañal Bebe	Suavelastic G 4/40	13
Soriana	Suavelastic	XG	4	40	Pañal Bebe	Suavelastic XG 4/40	14
Soriana	Suavelastic	XXG	4	40	Pañal Bebe	Suavelastic XXG 4/40	15
Soriana	Suavelastic	XXXG	4	40	Pañal Bebe	Suavelastic XXXG 4/40	16
Soriana	Suavelastic	M	2	60	Pañal Bebe	Suavelastic M 2/60	17
Soriana	Suavelastic	G	2	60	Pañal Bebe	Suavelastic G 2/60	18
Soriana	Suavelastic	XG	2	60	Pañal Bebe	Suavelastic XG 2/60	19
Soriana	Suavelastic	XXG	2	60	Pañal Bebe	Suavelastic XXG 2/60	20
Soriana	Suavelastic	NA	0	100	Toalla Húmeda	Suavelastic NA/100	90
Soriana	Suavelastic	RN	8	20	Pañal Bebe	Suavelastic RN 8/20	135
Soriana	Suavelastic	CH	6	16	Pañal Bebe	Suavelastic CH 6/16	136
Soriana	Movilastic	G	4	40	Pañal Bebe	Movilastic G 4/40	21
Soriana	Movilastic	XG	4	40	Pañal Bebe	Movilastic XG 4/40	22
Soriana	Movilastic	XXG	4	40	Pañal Bebe	Movilastic XXG 4/40	23
Soriana	Comodisec	CH	4	40	Pañal Bebe	Comodisec CH 4/40	24
Soriana	Comodisec	M	4	40	Pañal Bebe	Comodisec M 4/40	25
Soriana	Comodisec	G	4	40	Pañal Bebe	Comodisec G 4/40	26
Soriana	Comodisec	XG	4	40	Pañal Bebe	Comodisec XG 4/40	27
Soriana	Comodisec	M	2	80	Pañal Bebe	Comodisec M 2/80	28
Soriana	Comodisec	G	2	80	Pañal Bebe	Comodisec G 2/80	29
Soriana	Comodisec	XG	2	80	Pañal Bebe	Comodisec XG 2/80	30
Soriana	Comodisec	XXG	2	80	Pañal Bebe	Comodisec XXG 2/80	31
Soriana	Absorsec	CH	4	40	Pañal Bebe	Absorsec CH 4/40	1
Soriana	Absorsec	M	4	40	Pañal Bebe	Absorsec M 4/40	2
Soriana	Absorsec	G	4	40	Pañal Bebe	Absorsec G 4/40	3
Soriana	Absorsec	XG	4	40	Pañal Bebe	Absorsec XG 4/40	4
Soriana	Absorsec	XXG	4	40	Pañal Bebe	Absorsec XXG 4/40	5
Soriana	Absorsec	M	2	80	Pañal Bebe	Absorsec M 2/80	6
Soriana	Absorsec	G	2	80	Pañal Bebe	Absorsec G 2/80	7
Soriana	Absorsec	XG	2	80	Pañal Bebe	Absorsec XG 2/80	8
Soriana	Absorsec	XXG	2	80	Pañal Bebe	Absorsec XXG 2/80	9
Soriana	Absorsec	NA	0	120	Toalla Húmeda	Absorsec NA/120	89
Soriana	Absorsec	NA	0	90	Toalla Húmeda	Absorsec NA/90	142
Soriana	Absorsec	G	6	14	Pañal Bebe	Absorsec G 6/14	159
Alsuper	Huggies Ultra Confort	M	4	40	Pañal Bebe	Huggies Ultra Comfrot 3 40 Pz	214
Alsuper	Huggies Ultra Confort	G	4	40	Pañal Bebe	Huggies Ultra Comfrot 4 40 Pz	215
Alsuper	Huggies Ultra Confort	XG	4	40	Pañal Bebe	Huggies Ultra Comfrot 5 40 Pz	216
Alsuper	Huggies Ultra Confort	XXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 6 40 Pz	217
Alsuper	Huggies All Around	XG	4	40	Pañal Bebe	Huggies All Around 5 40 Pz	218
Alsuper	Huggies All Around	XXG	4	40	Pañal Bebe	Huggies All Around 6 40 Pz	219
Alsuper	Huggies All Around	XXXG	4	40	Pañal Bebe	Huggies All Around 7 40 Pz	220
Alsuper	Huggies Supreme	M	4	36	Pañal Bebe	Huggies Supreme 3 36 Pz	221
Alsuper	Huggies Supreme	G	4	36	Pañal Bebe	Huggies Supreme 4 36 Pz	222
Alsuper	Huggies Supreme	XG	4	36	Pañal Bebe	Huggies Supreme 5 36 Pz	223
Alsuper	Huggies Supreme	XXG	4	36	Pañal Bebe	Huggies Supreme 6 36 Pz	224
Alsuper	Huggies Eco Protec	XG	4	32	Pañal Bebe	Huggies Eco Protec 5 32 Pz	225
Alsuper	Huggies Eco Protec	XXG	4	32	Pañal Bebe	Huggies Eco Protec 6 32 Pz	226
Alsuper	Huggies Supreme	CH	4	40	Pañal Bebe	Huggies Supreme 2 40 Pz	227
Alsuper	Huggies Supreme	RN	4	40	Pañal Bebe	Huggies Supreme 1 40 Pz	228
Alsuper	Huggies Supreme	TH	80	0	Toalla Húmeda	T. Humeda Huggies Supreme 80's	229
Alsuper	Huggies Ultra Confort	RN	4	44	Pañal Bebe	Huggies Ultra Comfrot 1 44 Pz	232
Alsuper	Huggies Ultra Confort	CH	4	44	Pañal Bebe	Huggies Ultra Comfrot 2 44 Pz	233
Alsuper	Huggies Ultra Confort	XXXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 7 40 Pz	234
Arteli	Huggies Ultra Confort	M	4	40	Pañal Bebe	Huggies Ultra Comfrot 3 40 Pz	214
Arteli	Huggies Ultra Confort	G	4	40	Pañal Bebe	Huggies Ultra Comfrot 4 40 Pz	215
Arteli	Huggies Ultra Confort	XG	4	40	Pañal Bebe	Huggies Ultra Comfrot 5 40 Pz	216
Arteli	Huggies Ultra Confort	XXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 6 40 Pz	217
Arteli	Huggies All Around	XG	4	40	Pañal Bebe	Huggies All Around 5 40 Pz	218
Arteli	Huggies All Around	XXG	4	40	Pañal Bebe	Huggies All Around 6 40 Pz	219
Arteli	Huggies All Around	XXXG	4	40	Pañal Bebe	Huggies All Around 7 40 Pz	220
Arteli	Huggies Supreme	M	4	36	Pañal Bebe	Huggies Supreme 3 36 Pz	221
Arteli	Huggies Supreme	G	4	36	Pañal Bebe	Huggies Supreme 4 36 Pz	222
Arteli	Huggies Supreme	XG	4	36	Pañal Bebe	Huggies Supreme 5 36 Pz	223
Arteli	Huggies Supreme	XXG	4	36	Pañal Bebe	Huggies Supreme 6 36 Pz	224
Arteli	Huggies Eco Protec	XG	4	32	Pañal Bebe	Huggies Eco Protec 5 32 Pz	225
Arteli	Huggies Eco Protec	XXG	4	32	Pañal Bebe	Huggies Eco Protec 6 32 Pz	226
Arteli	Huggies Supreme	CH	4	40	Pañal Bebe	Huggies Supreme 2 40 Pz	227
Arteli	Huggies Supreme	RN	4	40	Pañal Bebe	Huggies Supreme 1 40 Pz	228
Arteli	Huggies Supreme	TH	80	0	Toalla Húmeda	T. Humeda Huggies Supreme 80's	229
Arteli	Huggies Ultra Confort	RN	4	44	Pañal Bebe	Huggies Ultra Comfrot 1 44 Pz	232
Arteli	Huggies Ultra Confort	CH	4	44	Pañal Bebe	Huggies Ultra Comfrot 2 44 Pz	233
Arteli	Huggies Ultra Confort	XXXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 7 40 Pz	234
Arteli	BumCo	RN	4	40	Pañal Bebe	BumCo RN 4/40	172
Arteli	BumCo	CH	4	40	Pañal Bebe	BumCo CH 4/40	173
Arteli	BumCo	M	4	40	Pañal Bebe	BumCo M 4/40	174
Arteli	BumCo	G	4	40	Pañal Bebe	BumCo G 4/40	175
Arteli	BumCo	XG	4	40	Pañal Bebe	BumCo XG 4/40	176
Arteli	BumCo	XXG	4	40	Pañal Bebe	BumCo XXG 4/40	177
Arteli	BumCo	XXXG	4	40	Pañal Bebe	BumCo XXXG 4/40	178
Chedraui	Huggies Ultra Confort	M	4	40	Pañal Bebe	Huggies Ultra Comfrot 3 40 Pz	214
Chedraui	Huggies Ultra Confort	G	4	40	Pañal Bebe	Huggies Ultra Comfrot 4 40 Pz	215
Chedraui	Huggies Ultra Confort	XG	4	40	Pañal Bebe	Huggies Ultra Comfrot 5 40 Pz	216
Chedraui	Huggies Ultra Confort	XXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 6 40 Pz	217
Chedraui	Huggies All Around	XG	4	40	Pañal Bebe	Huggies All Around 5 40 Pz	218
Chedraui	Huggies All Around	XXG	4	40	Pañal Bebe	Huggies All Around 6 40 Pz	219
Chedraui	Huggies All Around	XXXG	4	40	Pañal Bebe	Huggies All Around 7 40 Pz	220
Chedraui	Huggies Supreme	M	4	36	Pañal Bebe	Huggies Supreme 3 36 Pz	221
Chedraui	Huggies Supreme	G	4	36	Pañal Bebe	Huggies Supreme 4 36 Pz	222
Chedraui	Huggies Supreme	XG	4	36	Pañal Bebe	Huggies Supreme 5 36 Pz	223
Chedraui	Huggies Supreme	XXG	4	36	Pañal Bebe	Huggies Supreme 6 36 Pz	224
Chedraui	Huggies Eco Protec	XG	4	32	Pañal Bebe	Huggies Eco Protec 5 32 Pz	225
Chedraui	Huggies Eco Protec	XXG	4	32	Pañal Bebe	Huggies Eco Protec 6 32 Pz	226
Chedraui	Huggies Supreme	CH	4	40	Pañal Bebe	Huggies Supreme 2 40 Pz	227
Chedraui	Huggies Supreme	RN	4	40	Pañal Bebe	Huggies Supreme 1 40 Pz	228
Chedraui	Huggies Supreme	TH	80	0	Toalla Húmeda	T. Humeda Huggies Supreme 80's	229
Chedraui	Huggies Ultra Confort	RN	4	44	Pañal Bebe	Huggies Ultra Comfrot 1 44 Pz	232
Chedraui	Huggies Ultra Confort	CH	4	44	Pañal Bebe	Huggies Ultra Comfrot 2 44 Pz	233
Chedraui	Huggies Ultra Confort	XXXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 7 40 Pz	234
HEB	Huggies Ultra Confort	M	4	40	Pañal Bebe	Huggies Ultra Comfrot 3 40 Pz	214
HEB	Huggies Ultra Confort	G	4	40	Pañal Bebe	Huggies Ultra Comfrot 4 40 Pz	215
HEB	Huggies Ultra Confort	XG	4	40	Pañal Bebe	Huggies Ultra Comfrot 5 40 Pz	216
HEB	Huggies Ultra Confort	XXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 6 40 Pz	217
HEB	Huggies All Around	XG	4	40	Pañal Bebe	Huggies All Around 5 40 Pz	218
HEB	Huggies All Around	XXG	4	40	Pañal Bebe	Huggies All Around 6 40 Pz	219
HEB	Huggies All Around	XXXG	4	40	Pañal Bebe	Huggies All Around 7 40 Pz	220
HEB	Huggies Supreme	M	4	36	Pañal Bebe	Huggies Supreme 3 36 Pz	221
HEB	Huggies Supreme	G	4	36	Pañal Bebe	Huggies Supreme 4 36 Pz	222
HEB	Huggies Supreme	XG	4	36	Pañal Bebe	Huggies Supreme 5 36 Pz	223
HEB	Huggies Supreme	XXG	4	36	Pañal Bebe	Huggies Supreme 6 36 Pz	224
HEB	Huggies Eco Protec	XG	4	32	Pañal Bebe	Huggies Eco Protec 5 32 Pz	225
HEB	Huggies Eco Protec	XXG	4	32	Pañal Bebe	Huggies Eco Protec 6 32 Pz	226
HEB	Huggies Supreme	CH	4	40	Pañal Bebe	Huggies Supreme 2 40 Pz	227
HEB	Huggies Supreme	RN	4	40	Pañal Bebe	Huggies Supreme 1 40 Pz	228
HEB	Huggies Supreme	TH	80	0	Toalla Húmeda	T. Humeda Huggies Supreme 80's	229
HEB	Huggies Ultra Confort	RN	4	44	Pañal Bebe	Huggies Ultra Comfrot 1 44 Pz	232
HEB	Huggies Ultra Confort	CH	4	44	Pañal Bebe	Huggies Ultra Comfrot 2 44 Pz	233
HEB	Huggies Ultra Confort	XXXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 7 40 Pz	234
Merco	Huggies Ultra Confort	M	4	40	Pañal Bebe	Huggies Ultra Comfrot 3 40 Pz	214
Merco	Huggies Ultra Confort	G	4	40	Pañal Bebe	Huggies Ultra Comfrot 4 40 Pz	215
Merco	Huggies Ultra Confort	XG	4	40	Pañal Bebe	Huggies Ultra Comfrot 5 40 Pz	216
Merco	Huggies Ultra Confort	XXG	4	40	Pañal Bebe	Huggies Ultra Comfrot 6 40 Pz	217
Merco	Huggies All Around	XG	4	40	Pañal Bebe	Huggies All Around 5 40 Pz	218
Merco	Huggies All Around	XXG	4	40	Pañal Bebe	Huggies All Around 6 40 Pz	219
Merco	Huggies All Around	XXXG	4	40	Pañal Bebe	Huggies All Around 7 40 Pz	220
Merco	Huggies Supreme	M	4	36	Pañal Bebe	Huggies Supreme 3 36 Pz	221
Merco	Huggies Supreme	G	4	36	Pañal Bebe	Huggies Supreme 4 36 Pz	222
Merco	Huggies Supreme	XG	4	36	Pañal Bebe	Huggies Supreme 5 36 Pz	223
Merco	Huggies Supreme	XXG	4	36	Pañal Bebe	Huggies Supreme 6 36 Pz	224
Merco	Huggies Eco Protec	XG	4	32	Pañal Bebe	Huggies Eco Protec 5 32 Pz	225
Merco	Huggies Eco Protec	XXG	4	32	Pañal Bebe	Huggies Eco Protec 6 32 Pz	226
Merco	Huggies Supreme	CH	4	40	Pañal Bebe	Huggies Supreme 2 40 Pz	227
Merco	Huggies Supreme	RN	4	40	Pañal Bebe	Huggies Supreme 1 40 Pz	228
